,store_id,store_name,score,ward,review_cnt,review
0,00000001,中華そば しば田,4.14,東京都内,554,仙川にある中華そば店です。フュージョン系や最近の流行りのタイプというよりは、オーセンティックな中華そばの系譜にあるようなタイプの１杯だと思います。そのような方向性で美味しい１杯が食べたい方におススメしたい１軒です。仙川駅からは徒歩だと10分強程度はかかるでしょうか。成城方面に抜けるバス通り？沿いにあるお店です。しばらく前に存在を知って行ってみたかったのですが、場所が遠そうだったのでしばらく放置状態になってしまっていましたが、ある日たまたまTVで当店が紹介されていて、周辺の風景が明らかに見たことのある場所だったので、改めて調べてみたら今までも何度か通っていた道であることが分かり、それならと早速訪ねてみた次第。今まで来ていた際には当店があることに全く気付いていなかったのですが、今回は明らかな行列で良く分かる。何故今まで気づかなかったのでしょう。。。ということで、行列に加わりひたすら待ちます。暫くの時間が経過した後、入店直前に先に食券購入を促されて店内へ。今回は初めてですので、まずは定番を、と特製中華そばをチョイス。通常の中華そばに鶏と豚のチャーシューが1枚づつ、味玉とワンタンが１枚追加になるというトッピングを幅広く楽しめる仕様です。そして一度列に戻り少し待ち、いよいよ番が来て入店です。着席すると流石のオペレーションで直ぐにサーブしていただけました。最初の一口で膜状になっている脂で火傷をしかけるという、お恥ずかしいお約束をまたやってしまいながらいただきます。チャーシューは程よく火が入っていながらしっとりとしている完成度の高いもの。味玉も期待を外さないクオリティ。スープは正統派の醤油スープに少しの鶏と鴨でコクが加わっているような印象で、強烈な個性があるというよりはバランスが良く纏まった端正な味わいだと思いました。ワンタンも秀逸です。厚みのある生地に、出汁を取った鴨をブレンドしているのか（確かめていないので勝手な想像です）、少しクセのある味わいの餡が存在感を発揮しています。そしてこの１杯の中で最も印象に残ったのが麺です。やや細めで見た目に胚芽の欠片が星のように存在するこの麺、比較的良く茹でられているのですが、やけに香ばしく感じます。麺の感想なので香ばしいというのは言葉は正しくない気がするのですがw、何故かそう表現したくなる味わい深さがあります。見た目だけでいえば、このタイプの麺は初めて食べたわけではなくこれまでに他のお店でも似たようなものは食べたことはありますが、その際には今回のようには感じませんでしたので、なぜそう感じたのでしょうか。。。とにかく全体のバランスが良い中でも特に麺が美味しく感じました。バランスのよい端正なスープと味わい深い麺の組み合わせが相性が良く、洗練された美味しさを感じさせてくれます。ということで、やはりその１杯のお味は素晴らしいです。惜しむらくはその待ち時間だけが・・・再訪を悩ませます。仕方がないのですが。（でも行ってしまう気がしますw）
1,00000001,中華そば しば田,4.14,東京都内,554,今日のランチは息子くんのサッカーで八王子方面でしたが目ぼしい所が見つからず…少し足を伸ばして行きたかった食べログ全国1位のこちらまで。開店前の10:30に到着も既に15人程の待人が…あらよあらよと開店時間が近づくにつれ後ろにも2〜30人は並んでました。何とかギリギリで2巡目の店前で待てましたが私から後ろの人は整理券を貰って一時解散というルールみたいです。少し待って入店、ここはやっぱりデフォの中華そばを特選で頂きまました。まずスープを一口…美味しいです。そりゃそうですよね〜食べログ全国1位の称号は伊達じゃないですよね。勿論麺だって美味しいに決まってます。低加水のパツパツでは無いもののツルツルシコシコの最上クラスの麺です。塩も煮干しも食べてみたいな〜醤油も癖が無い醤油で角がなく飲みやすいスープ。この普通に美味しいのが難しいんだろうな〜最近の都内での百名店にみる日本料理っぽいラーメンではなくスタンダードの中華蕎麦での勝負！素晴らしいです。決して驚くような一杯ではありませんが、しみじみ美味しいと感じする一杯です。とても美味しく頂けました。ご馳走様でした(^^)
2,00000001,中華そば しば田,4.14,東京都内,554,東京都・調布エリアにあるラーメン店です。京王線 仙川駅から徒歩１５分で、若葉町２丁目南交差点近くにこちらのお店はあります。近所にコインパーキングが幾つかあり心配いりません。食べログ評価４．１４で全国１位という事で突撃決定。３連休の真ん中の日曜日１０：２５到着、外待ち３５人に接続、１０：４０から整理券を配布開始、２２番券をもらい１１：４５に集合とアナウンスされる。１２：００に店内へ案内されました。 参考までに、１１：５５で整理券の配布終了となりました。こじんまりとした店内はＬ字カウンター８席で、男性３人で回してました。メニューは、「中華そば」「煮干しそば」「塩そば」の３本立て。 いずれも各８３０円。♦チャーシュー中華そば　１１３０円（税込）トッピングは、豚チャーシュー・鶏チャーシュー・メンマ・刻みネギ・カイワレ。鴨と地鶏をじっくりと煮出したスープに、数種類の生醤油とたまり醤油をブレンドした深みのあるスープです。使用する水にもこだわり、ＡＣＭπウォーターを採用しています。麺は中細ストレート、細いけど食べごたえがある麺です。チャーシューは２種類、真空低温調理された豚チャーシューは、ピンク色のレア仕上げ、判面が大きくハムのような味わいである。鶏チャーシューは、惜しげもなく厚切りされ食べ応えがあります。一杯のドンブリの中で鶏を堪能でき、行列必死の美味しいラーメンであった。
3,00000001,中華そば しば田,4.14,東京都内,554,今日のランチは人気ラーメン店「しば田」さんです。行列必至のお店なので開店の1時間前に到着。4番目でしたよ。開店11時の10分ほど前に入店。券売機で特製中華そば 1180円、炊き込みご飯 150円をポチッと。ラーメンは中華そば、煮干し、塩の3種類あるのだが、スタンダードに中華そばとしたんだ。特製は煮卵、ワンタン、豚と鳥のチャシュー×2がトッピングされる。スープは鴨だしの醤油ラーメン。尖った感じのない優しい円やかなラーメンだ。そして、醤油の香ばしさが良い感じです。万人ウケする味だな。確かに旨い。鳥チャーシューは厚切り。アッサリしているが鳥の味が楽しめる。豚チャーシューは薄切り。ワンタンはツルッとしており肉団子入り。それと、炊き込みご飯が美味しかった。煮干し出汁が濃厚に効いた醤油味だ。お値段も150円と手頃だし、是非プラスしたいトッピングだね。飛び抜けた特徴はなかったものの、全てが素晴らしく美味しいかった。お手本のような醤油ラーメンだと思ったよ。ごちそうさまでした。
4,00000001,中華そば しば田,4.14,東京都内,554,"ラーメンランキング1位(投稿時)のお店に満を持して行ってきました！気合い入れて9時45分に行ったら店の前には誰もおらず。。。あらら、気合入れすぎたかな(^_^;)なんて思っていたら、、、、◼️混雑度、10時の時点で3人10時半で30人くらい10時45分にオープンしてくれた。その時には最後尾は見えず、、、(￣▽￣;)帰る時には行列は消えていた。どうやら整理券が配られるみたいね。そして11時過ぎの段階で整理券はなくこの日は打ち止めって感じです。。。オープンと同時に売り切れとはね。。。さすが1位！ちなみに行ったのは9月の3連休の真ん中の日曜日ね。◼️客層、年配層、カップル、男性1人、親子、小さい子供連れなど様々！前の方にいる人は男性1人が多めね。◼️お店は、カウンターのみ。やや狭め。お店自体は清潔感あって和風な感じね。◼️お店の方は、そんなに存在感はないが丁寧で感じのいい挨拶と対応です。◼️メニュー、中華そば、煮干しそば、塩そば、トッピング、炊き込みご飯。◼️ドリンクメニュー、缶ビールがあります。水はセルフです。◼️金額は、特製中華そば1,180円◼️提供時間、一番最初に店に入って、3分くらいで出てきましたよ♪↓感想↓●特製中華そば麺、ツルツルシコシコ良い具合にコシのある細ストレート。全粒粉でキレイな麺です。やけにスープからみますね。スープ、まろやかな鶏の旨味に強くて美味しい醤油感。キレイな旨味です、雑味まるでなく力強い旨味。表面に張ってある油でスープ全体に丸みがあるみたいな。トッピングには、2種のチャー種、メンマ、カイワレ、白髪ねぎ、味玉、ワンタン。鶏チャーシューはやわらかむっちり、程よい塩気、相当美味しいですコレ。豚チャーシューもやわらかしっとり、レアーな仕上がり。脂感もしっかりだけどしつこくなく豚の旨味をしっかり味わえます。ワンタンは、ドゥルドゥル もっちりの美味しいやつ。味玉しっとりレア―です。全体的にすごくクオリティが高いよね。気づいたら食べ終わってました。最高に美味しいラーメンです(^。^)以上☆さすがは1位のラーメンですね。大満足♪早くいかないと売り切れちゃうので、早めに行くのがオススメです(^^)/投稿時食べログ点数 4.14投稿時口コミ数 553件投稿時保存数 40,719件"
5,00000001,中華そば しば田,4.14,東京都内,554,食べログで評価が高くても納得の行く味に出会えるのは少ないです個人の好みが左右されるからと思います。数年前から行ってみたいお店がこちらです色々と路線と時刻を考えて朝8時に出れば開店30分くらい前に着くだろうと出発しました、到着すると先客10人程で1回転目は無理ながら開店時間が早めなのでお昼前には食べられそうです(*´∀｀)開店は5分ほどフライング、なんと先客が10分後に出てきました回転は良さそうです、店内に入り決めていた中華そば+味玉を選びました。カウンター席のみの狭い店内、目の前で調理しています配膳、案内、片付けと流れる様なオペレーションはさすがですね。着丼しました、ビジュアルは普通の醤油色したら～めんです表面にかなり脂が浮いています、取りあえずの一口。やっぱりオイリー感が強いですが何故か惹かれる味細目のしっとりした麺を食べると、(*´Д｀*)幸せ的な旨さしっかりした厚みのある鶏チャーシューと程よい脂身の豚チャーシューも良いアクセントです、心の中では飲み干してはいけないスープも完飲はっきり言って、旨かった。
6,00000001,中華そば しば田,4.14,東京都内,554,今日は　ＷＣラグビー開幕戦　日本ＶＳロシア　が味の素スタジアムで・・・というわけで調布近辺の調査を・・・なわけないか甲州街道は規制が心配だが　下道を・・・調布インターでは行き過ぎだし・・・そう　仙川の　チャーシューのおいしそうな　しば田　さんへ　某プロはそんなに進めなかったがいかがなものか　あまり先入観なく　14：00　あ～15人の列　しかし　道路沿いの　中華そばって書いてないと何の店かわからん飾り気のなさ　　Ｐは50ｍ以内に2か所　￥100/15分一時間はかかる煮干しか醤油なら　醤油の中華ちゃ～に味玉で￥1200　煮干しより￥20高い　何か高い素材があるのね髭の店主は黙々と作る　見た目は綺麗　薄くスライスした　レアチャーシューが3　鶏が分厚いのが3　このレアチャーシュー美味しいんだけど　真ん中が白っぽい　鶏チャーシュは　普通スープは醤油強くて　鶏と鴨と魚貝ですか　鴨と醤油が強く出てますが　甘みが少ないですね麺は細くて粉の入ったやつで汁を吸い上げて　呑まなくても　ずいぶん減る　まとまりの良い最近の葉や理系でしょう醤油が切れすぎた・・・煮干しのお隣さんは　スープ飲み干してる・・・頑張れ　ニッポン　ということで
7,00000001,中華そば しば田,4.14,東京都内,554,仙川と言えば私的には音大なのですが近頃はラーメン、ラーメンと言えばしば田さん駅から少し離れています、車で行きましたが近くにはコインパーキングが複数ありますのでご安心を！18時前コインパーキングからお店に向かうと店頭に人が並んでいない、これはラッキー⁈お店を除くと席が3席空いています早速入店自販機でチケット中華そばにするか煮干しそばにするか入店前には決めていましたが、やはり一瞬悩みがしかし初心者は王道の中華そばをオーダー今回の同行者も同じく中華そばを、んーここは違う煮干しそばにして2種類食べたいけど2人とも中華そばに待つこと数分スープとレイアウトヴィジュアルも綺麗、スープを口に入れると、これは美味しい鴨だし系スープ醤油も美味しい品が良く、しかししっかり動物の力強さもあり人気があるのも納得、この時点でお客さんが待っている人がいなかったら煮干しそば食べたいくらい、そんなに甘くはなく外にはお客さんがもう並んでいましたので早く再訪問して煮干しそばも食べてみたいと思い、混んできましたのでささっと食べをへ帰路に明日はお昼時にたまプラーザで用がありますので、手前の鷺沼で
8,00000001,中華そば しば田,4.14,東京都内,554,"食べログで高評価のお店は本当に美味しいのか実際に行ってみました。【入店まで】休日の開店前17:15頃に伺い、開店後そのまま入れました。【店内】8席のカウンターのみですが、実際は6人ほどしか入れません。テーブルは綺麗で清潔でした。あとかなり狭いです。【注文】特製中華そば: 1,180円炊き込みご飯: 150円【見た目・味】特製は豚と鶏のチャーシュー、ワンタン2個と味玉が入った豪華な見た目。スープは所謂オシャレ系であっさり。鴨と鶏のスープに醤油の優しい風味が合っています。麺は細めのストレートで若干硬め。あまり突出した印象はないかな。炊き込みご飯もクオリティ高く、満足できました。【総評】2019/09現在、食べログで日本1位のラーメン屋さんですが流石の美味しさでした。たまたまかもしれませんが、終始そこまで行列がなかったのは意外だった。ただ、行かれる際は日本1位とはいえ、ハードルを上げ過ぎないように。。笑ごちそうさまでした。"
9,00000001,中華そば しば田,4.14,東京都内,554,"今日は、調布で所用があり、ランチを考えていました。あっ！？最近、しば田に行ってないなぁ…しかも8月に塩そばが発売されたとの情報があったっけ。11時25分着。あれ？めちゃくちゃ並んでるよ。外待ち15名に接続です。今迄、こんなに並んでた事、無いのになぁ…12時5分に入店。ワンタン塩そば(1,030円)をポチッと。水を持ってカウンターに座ります。待つ事、7分で着丼でーす。美しいビジュアル。では、実食。綴り心地の良いシルキーな細麺。スープは、黄金色に輝き地鶏の甘味と旨味がグイグイ来ます。塩角はほぼ無くまろやかですね。時間経過と共に旨味が増してくる感じ。麺との絡みも良いです。鶏チャーシューは、しっとり感があり美味。豚チャーシューは、薄いが旨味が強く好き♡♡♡コリコリのメンマもめちゃくちゃ旨い！！そしてリニューアルに伴い新しく仲間入りしたワンタン。皮はトゥルントゥルンでは無くモッチリ系。丸まった餡もしっかり入って食べ応えは抜群です。美味しい♡♡♡総じて…メニューの説明書に鴨と地鶏に魚介を合わせたと書いてありましたが、鴨と魚介は、私の舌には分からなかった。美味しいんだけど斬新さは無かったなぁ…また、お前かよって（笑）やっぱり、しば田は中華そばと炊き込みご飯のセットが最強かも…ご馳走様でした。"
